name,year,height,lat,lng,address,kaptCode,단지코드,지하주차대수,부대복리시설,accessible
성하하이츠빌라가동,1995,2.3,36.31550100051973,127.4012553316945,대전광역시 중구 유천동 139-36,30140312133177,,,,False
성하하이츠빌라나동,1995,2.3,36.31553207140259,127.40143693099796,대전광역시 중구 유천동 139-59,30140312133178,,,,False
금강빌라(141-3),1992,2.3,36.31478680496562,127.40257430785316,대전광역시 중구 유천동 141-3,30140312133179,,,,False
한빛빌라,2003,2.3,36.31375219973658,127.4009145012878,대전광역시 중구 유천동 163-3,30140312133180,,,,False
유천빌라,1997,2.3,36.314029858664064,127.4003930287281,대전광역시 중구 유천동 167-22,30140312133181,,,,False
신혜빌라,2003,2.3,36.31410246703557,127.40068838650966,대전광역시 중구 유천동 167-24,30140312133182,,,,False
삼구아트빌라,2000,2.3,36.31440169326886,127.40027108851685,대전광역시 중구 유천동 169-10,30140312133183,,,,False
중부종합상가3동(170-5),1983,2.3,36.31508167517488,127.40065878755254,대전광역시 중구 유천동 170-5,30140312133184,,,,False
중부종합상가2동(170-18),1984,2.3,36.315047409854266,127.40091520284024,대전광역시 중구 유천동 170-18,30140312133185,,,,False
중부종합상가가동나동(170-20),1984,2.3,36.314930997881774,127.40069377540664,대전광역시 중구 유천동 170-20,30140312133186,,,,False
중부종합상가1동(170-21),1983,2.3,36.31486085340655,127.40098365139316,대전광역시 중구 유천동 170-21,30140312133187,,,,False
부광빌라1,1996,2.3,36.315230630276446,127.39963738552063,대전광역시 중구 유천동 172-1,30140312133188,,,,False
은행빌라3,1995,2.3,36.31542350694457,127.40023939132264,대전광역시 중구 유천동 172-5,30140312133189,,,,False
동양맨션,2002,2.3,36.31516126165512,127.40010472801742,대전광역시 중구 유천동 172-12,30140100219522,,,,False
은행빌라2,1995,2.3,36.31544304082371,127.40041553863357,대전광역시 중구 유천동 172-33,30140312133191,,,,False
은행빌라1,1995,2.3,36.31545905520202,127.40059162136896,대전광역시 중구 유천동 172-34,30140312133192,,,,False
부광빌라,1996,2.3,36.3152747327413,127.39984108179,대전광역시 중구 유천동 172-35,30140312133193,,,,False
하니빌,2003,2.3,36.316727834306576,127.40123276480566,대전광역시 중구 유천동 175-3,30140312133194,,,,False
삼구빌라,1997,2.3,36.31673162847474,127.40147370090968,대전광역시 중구 유천동 175-4,30140312133195,,,,False
국제빌라(175-31),1995,2.3,36.31653276348664,127.40078986752056,대전광역시 중구 유천동 175-31,30140312133196,,,,False
상웅빌라,1995,2.3,36.316490595732375,127.40097420909647,대전광역시 중구 유천동 175-32,30140312133197,,,,False
국제빌라(175-33),1995,2.3,36.316449349959456,127.40116263071134,대전광역시 중구 유천동 175-33,30140312133198,,,,False
신영하이츠,2004,2.3,36.31641034531174,127.4000917447862,대전광역시 중구 유천동 176-7,30140312133199,,,,False
